SalePrice,MSSubClass,LotFrontage,LotArea,LotConfig,Neighborhood,Condition1,Condition2,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SaleCondition
222000,20,NA,21695,Corner,Crawfor,Norm,Norm,1988,2007,Hip,BrkFace,260,Gd,CBlock,72,880,1680,0,1680,3,1,Gd,5,Attchd,1988,Fin,2,540,12,2009,Normal
194500,20,64,7314,Inside,CollgCr,Norm,Norm,2007,2007,Gable,Stone,82,Gd,PConc,508,1232,1232,0,1232,2,1,Gd,6,Attchd,2007,RFn,2,632,2,2009,Normal
110000,90,85,11475,Corner,NAmes,Norm,Norm,1958,1958,Gable,BrkFace,95,TA,CBlock,1584,1584,1776,0,1776,4,2,TA,9,Detchd,1968,Unf,3,888,7,2009,Abnorml
103000,30,52,6240,Inside,IDOTRR,Norm,Norm,1925,1950,Gable,None,0,TA,CBlock,628,780,848,0,1208,2,1,TA,5,Detchd,1962,Unf,2,539,1,2009,Normal
236500,120,39,5389,Inside,StoneBr,Norm,Norm,1995,1996,Gable,None,0,Gd,PConc,415,1595,1616,0,1616,2,1,Gd,5,Attchd,1995,RFn,2,608,3,2010,Normal
187500,80,73,9590,Corner,Timber,Norm,Norm,2003,2003,Gable,BrkFace,442,Gd,PConc,82,868,1146,0,1146,3,1,Gd,6,Attchd,2003,Fin,2,438,5,2007,Normal
222500,60,75,11404,Inside,CollgCr,Norm,Norm,1998,1999,Gable,BrkFace,202,Gd,PConc,901,1153,1153,878,2031,3,1,Gd,8,Attchd,1998,Fin,2,541,7,2008,Normal
131400,20,80,10000,Corner,Sawyer,Feedr,Norm,1961,1983,Hip,None,0,TA,CBlock,270,864,1144,0,1144,3,1,TA,6,Attchd,1961,RFn,1,264,3,2009,Normal
108000,20,NA,8978,Corner,Sawyer,Norm,Norm,1968,1968,Gable,None,0,TA,PConc,948,948,948,0,948,3,1,TA,6,Attchd,1968,Unf,1,300,5,2007,Family
163000,75,60,10800,Inside,OldTown,Norm,Norm,1914,1970,Gable,None,0,TA,BrkTil,490,880,880,888,1768,2,1,TA,6,Detchd,1914,Unf,2,320,10,2006,Normal
93500,90,60,8544,Inside,NAmes,Norm,Norm,1950,1950,Gable,None,0,TA,CBlock,0,0,1040,0,1040,2,2,TA,6,Detchd,1949,Unf,2,400,7,2006,Normal
239900,60,72,10463,CulDSac,Gilbert,Norm,Norm,2005,2005,Gable,None,0,Gd,PConc,893,893,901,900,1801,3,1,Gd,8,Attchd,2005,Fin,3,800,6,2006,Normal
179000,90,60,10800,Inside,Edwards,Norm,Norm,1987,1988,Gable,None,0,TA,CBlock,0,1200,1200,0,1200,3,1,TA,5,NA,NA,NA,0,0,3,2009,Alloca
190000,60,65,9313,Inside,CollgCr,Norm,Norm,2004,2004,Gable,None,0,Gd,PConc,864,864,864,864,1728,3,1,Gd,7,Attchd,2004,RFn,2,572,4,2009,Normal
132000,70,60,9600,Inside,OldTown,Norm,Norm,1910,2002,Gable,None,0,TA,BrkTil,264,264,768,664,1432,2,1,TA,7,Detchd,1910,Unf,2,360,5,2007,Abnorml
142000,20,65,6768,Inside,Sawyer,Feedr,Norm,1961,1996,Hip,None,0,TA,CBlock,80,912,912,0,912,3,1,Gd,5,Detchd,1962,Unf,1,288,5,2008,Normal
179000,20,65,8450,Inside,SawyerW,Norm,Norm,2000,2001,Gable,BrkFace,108,TA,PConc,1349,1349,1349,0,1349,3,1,TA,6,Attchd,2000,Unf,2,539,12,2007,Normal
175000,80,70,12886,Inside,Sawyer,Norm,Norm,1963,1999,Gable,None,0,TA,CBlock,76,520,1464,0,1464,3,1,TA,6,Attchd,1997,RFn,2,480,10,2009,Normal
180000,120,41,5395,Inside,StoneBr,Norm,Norm,1993,1993,Gable,None,0,Gd,PConc,604,1337,1337,0,1337,2,1,Gd,5,Attchd,1993,RFn,2,462,10,2008,Normal
299800,60,NA,8963,Inside,NWAmes,Norm,Norm,1976,1996,Hip,BrkFace,289,Ex,CBlock,487,1142,1175,1540,2715,4,1,Gd,11,BuiltIn,1994,Fin,2,831,7,2008,Normal
236000,60,NA,8795,Inside,Gilbert,Norm,Norm,2000,2000,Gable,None,0,Gd,PConc,652,952,980,1276,2256,4,1,Gd,8,BuiltIn,2000,Fin,2,554,4,2009,Normal
265979,70,65,11700,Corner,OldTown,Norm,Norm,1880,2003,Mansard,None,0,Gd,Stone,1240,1240,1320,1320,2640,4,1,Gd,8,Detchd,1950,Unf,4,864,5,2009,Normal
260400,20,59,10593,Inside,NoRidge,Norm,Norm,1996,1996,Hip,BrkFace,338,Gd,PConc,801,1720,1720,0,1720,3,1,Gd,7,Attchd,1996,Fin,2,527,3,2010,Normal
98000,50,50,8405,Inside,Edwards,Norm,Norm,1945,1950,Gable,None,0,TA,Slab,0,0,1088,441,1529,4,1,TA,9,Detchd,1945,Unf,1,240,4,2009,Normal
96500,50,55,8800,Corner,OldTown,Norm,Norm,1910,2004,Gable,None,0,TA,BrkTil,576,576,792,348,1140,3,1,TA,7,NA,NA,NA,0,0,6,2010,Normal
162000,60,NA,7750,Inside,Gilbert,RRAn,Norm,2003,2003,Gable,None,0,Gd,PConc,660,660,660,660,1320,3,1,Gd,6,Attchd,2003,Fin,2,400,8,2007,Normal
217000,20,79,9236,Inside,CollgCr,Norm,Norm,1997,1997,Gable,None,0,TA,PConc,279,1479,1494,0,1494,3,1,Gd,6,Attchd,1997,RFn,2,576,7,2006,Normal
275500,60,80,10240,Inside,NridgHt,Norm,Norm,2005,2005,Gable,BrkFace,178,Gd,PConc,1030,1030,1038,1060,2098,3,1,Ex,8,Attchd,2005,RFn,3,878,3,2006,Normal
156000,20,61,7930,Inside,NAmes,Norm,Norm,1969,2005,Gable,None,0,TA,CBlock,115,1026,1026,0,1026,3,1,Gd,5,Detchd,1969,RFn,2,440,7,2009,Normal
172500,160,34,3230,Inside,Somerst,Norm,Norm,1999,1999,Gable,BrkFace,894,TA,PConc,348,729,742,729,1471,3,1,TA,6,Detchd,1999,Unf,2,440,3,2009,Normal
212000,60,68,10769,Inside,CollgCr,Norm,Norm,2007,2007,Gable,None,0,Gd,PConc,846,866,866,902,1768,3,1,Gd,7,Attchd,2007,RFn,2,578,4,2009,Normal
158900,60,NA,11616,CulDSac,Sawyer,Norm,Norm,1978,1978,Hip,BrkCmn,328,TA,CBlock,234,672,672,714,1386,3,1,TA,6,Attchd,1978,Fin,2,440,4,2010,Abnorml
179400,160,24,2280,Inside,Somerst,Norm,Norm,1999,1999,Gable,BrkFace,360,TA,PConc,195,744,757,744,1501,3,1,TA,6,Detchd,1999,Unf,2,440,8,2008,Normal
290000,60,65,12257,Inside,NoRidge,Norm,Norm,1995,1995,Gable,BrkFace,513,Gd,PConc,1198,1318,1328,1203,2531,4,1,Gd,9,Attchd,1995,RFn,3,752,11,2007,Normal
127500,20,70,9100,Inside,NAmes,Norm,Norm,1959,1959,Hip,None,0,TA,CBlock,252,864,864,0,864,2,1,TA,5,Detchd,2008,Unf,1,300,10,2009,Normal
100000,30,60,6911,FR2,BrkSide,Feedr,Norm,1924,1950,Gable,None,0,TA,PConc,740,1145,1301,0,1301,2,1,Fa,5,Detchd,1965,Unf,2,440,10,2009,Normal
215200,60,72,8640,Inside,Somerst,Norm,Norm,2009,2009,Gable,None,0,TA,PConc,732,756,764,783,1547,3,1,Gd,7,Attchd,2009,Unf,2,614,6,2010,Normal
337000,60,82,9430,Inside,NoRidge,Norm,Norm,1999,1999,Gable,BrkFace,673,Gd,PConc,89,1252,1268,1097,2365,3,1,Gd,8,Attchd,1999,RFn,3,856,7,2009,Normal
270000,120,30,9549,CulDSac,Veenker,Norm,Norm,1995,1996,Hip,None,0,Gd,PConc,0,1494,1494,0,1494,2,1,Ex,6,Attchd,1995,Fin,2,481,4,2006,Normal
264132,20,75,14587,Inside,Somerst,Norm,Norm,2008,2008,Gable,Stone,284,Gd,PConc,1498,1498,1506,0,1506,2,1,Ex,6,Attchd,2008,Fin,2,592,8,2008,Partial
196500,60,80,10421,Inside,NWAmes,Norm,Norm,1988,1988,Gable,BrkFace,42,TA,CBlock,586,980,980,734,1714,3,1,TA,7,Attchd,1988,Unf,2,496,3,2010,Normal
160000,50,75,12508,Inside,Mitchel,Norm,Norm,1940,1985,Gable,None,0,TA,CBlock,323,983,983,767,1750,4,1,TA,7,Attchd,1989,Unf,1,423,7,2008,Normal
216837,20,70,9100,Inside,CollgCr,Norm,Norm,2004,2005,Hip,None,0,Gd,PConc,1836,1860,1836,0,1836,3,1,Gd,8,Attchd,2004,Fin,2,484,10,2006,Normal
538000,60,47,53504,CulDSac,StoneBr,Norm,Norm,2003,2003,Hip,BrkFace,603,Ex,PConc,234,1650,1690,1589,3279,4,1,Ex,12,BuiltIn,2003,Fin,3,841,6,2010,Normal
134900,85,NA,7252,CulDSac,Sawyer,Norm,Norm,1982,1982,Hip,None,0,TA,CBlock,173,858,858,0,858,2,1,TA,5,Detchd,1983,Unf,2,576,4,2009,Normal
102000,20,67,8877,Inside,Edwards,Norm,Norm,1951,1951,Gable,None,0,TA,CBlock,0,836,1220,0,1220,2,1,TA,6,Detchd,1951,Unf,2,396,4,2006,Normal
107000,80,94,7819,Inside,Edwards,Norm,Norm,1976,1976,Gable,None,0,TA,CBlock,480,1029,1117,0,1117,3,1,TA,6,Detchd,1976,Unf,2,672,3,2010,Abnorml
114500,20,70,10150,Inside,NAmes,Feedr,Norm,1958,1958,Gable,None,1,TA,CBlock,456,912,912,0,912,2,1,TA,5,Attchd,1958,RFn,1,275,7,2007,Normal
395000,20,110,14226,Corner,NridgHt,Norm,Norm,2006,2006,Hip,BrkFace,375,Gd,PConc,1935,1935,1973,0,1973,3,1,Gd,9,Attchd,2006,Fin,3,895,7,2007,Partial
162000,120,32,4500,FR2,Mitchel,Norm,Norm,1998,1998,Hip,BrkFace,320,TA,PConc,338,1204,1204,0,1204,2,1,TA,5,Attchd,1998,Fin,2,412,6,2009,Normal
221500,20,86,11210,Inside,CollgCr,Norm,Norm,2005,2006,Gable,BrkFace,240,Gd,PConc,1594,1614,1614,0,1614,3,1,Gd,7,Attchd,2005,RFn,3,865,7,2006,Partial
142500,20,100,13350,Inside,Sawyer,Norm,Norm,1974,1974,Hip,None,0,TA,CBlock,102,864,894,0,894,3,1,TA,5,Attchd,1974,Unf,2,440,6,2006,Normal
144000,90,60,8400,Inside,SawyerW,Feedr,Norm,1977,1977,Gable,BrkFace,320,TA,Slab,0,0,2020,0,2020,4,2,TA,10,Detchd,1977,Unf,2,630,10,2007,Normal
135000,90,78,10530,Inside,Mitchel,Norm,Norm,1977,1977,Gable,BrkFace,90,TA,CBlock,0,975,1004,0,1004,2,1,TA,4,Attchd,1977,Unf,2,504,5,2006,Normal
176000,20,63,7875,Inside,Gilbert,Norm,Norm,1995,1996,Gable,BrkFace,38,TA,PConc,1237,1237,1253,0,1253,3,1,TA,6,Attchd,1995,Fin,2,402,6,2007,Normal
175900,60,65,7153,Inside,SawyerW,Norm,Norm,1992,1992,Gable,None,0,Gd,PConc,374,761,810,793,1603,3,1,Gd,7,Attchd,1992,RFn,2,484,7,2006,Normal
187100,20,67,16285,Inside,CollgCr,Norm,Norm,2001,2002,Gable,None,0,Gd,PConc,1413,1413,1430,0,1430,3,1,Gd,6,Attchd,2001,RFn,2,605,6,2009,Normal
165500,85,NA,9101,Corner,Mitchel,Norm,Norm,1978,1978,Gable,BrkFace,104,TA,PConc,0,1097,1110,0,1110,1,1,Gd,4,Attchd,1978,Fin,2,602,7,2009,Normal
128000,75,35,6300,Inside,OldTown,Norm,Norm,1914,2001,Gable,None,0,TA,CBlock,742,742,742,742,1484,3,1,TA,9,NA,NA,NA,0,0,6,2008,Normal
161500,20,NA,9790,Inside,NWAmes,Feedr,Norm,1967,1967,Gable,None,0,TA,CBlock,491,1372,1342,0,1342,3,1,TA,7,Attchd,1967,Unf,2,457,9,2009,Normal
139000,50,60,10800,Inside,OldTown,Artery,Norm,1915,1950,Gable,None,0,TA,PConc,0,686,966,686,1652,4,1,TA,7,Detchd,1961,Unf,1,416,6,2010,Normal
233000,60,76,10142,Inside,SawyerW,Norm,Norm,2004,2004,Gable,None,0,Gd,PConc,300,956,956,1128,2084,4,1,Gd,8,BuiltIn,2004,RFn,2,618,1,2010,Normal
107900,20,50,6000,Corner,OldTown,Norm,Norm,1954,2000,Gable,None,0,TA,CBlock,901,901,901,0,901,2,1,TA,4,Detchd,1954,Unf,1,281,8,2008,Normal
187500,60,NA,12205,Inside,ClearCr,Norm,Norm,1966,2007,Gable,BrkFace,157,TA,CBlock,264,832,976,1111,2087,5,1,Gd,9,Attchd,1966,Fin,2,444,7,2007,Normal
160200,120,43,3182,Inside,Blmngtn,Norm,Norm,2005,2006,Gable,BrkFace,11,Gd,PConc,1129,1145,1145,0,1145,2,1,Gd,5,Attchd,2005,Fin,2,397,9,2009,Normal
146800,80,NA,11333,Corner,Mitchel,Norm,Norm,1976,1976,Gable,None,0,TA,PConc,490,1029,1062,0,1062,3,1,TA,5,Attchd,1976,RFn,2,539,5,2007,Normal
269790,60,92,9920,CulDSac,NoRidge,Norm,Norm,1996,1997,Gable,None,0,Gd,PConc,255,1117,1127,886,2013,3,1,TA,8,Attchd,1997,Unf,2,455,6,2007,Normal
225000,20,76,9158,Inside,Somerst,Norm,Norm,2007,2007,Gable,Stone,140,Gd,PConc,1496,1496,1496,0,1496,3,1,Gd,7,Attchd,2007,Fin,2,474,6,2007,Partial
194500,60,NA,10832,Corner,Gilbert,Norm,Norm,1994,1996,Gable,None,0,Gd,PConc,712,712,1086,809,1895,3,1,Gd,7,Attchd,1994,Fin,2,409,10,2008,Normal
171000,60,70,8400,Inside,SawyerW,Norm,Norm,1980,1981,Gable,BrkFace,130,TA,CBlock,650,650,888,676,1564,3,1,TA,7,Attchd,1980,Unf,2,476,4,2010,Normal
143500,20,71,8197,Inside,Sawyer,Norm,Norm,1977,1977,Gable,BrkFace,148,TA,CBlock,660,660,1285,0,1285,3,1,TA,7,Attchd,1977,RFn,2,528,4,2007,Normal
110000,20,57,7677,Inside,NAmes,Norm,Norm,1953,1953,Gable,None,0,TA,CBlock,203,773,773,0,773,2,1,TA,4,Attchd,1953,Unf,1,240,4,2008,Abnorml
485000,60,104,13518,Inside,NridgHt,Norm,Norm,2008,2009,Hip,Stone,860,Ex,PConc,1926,1926,1966,1174,3140,4,1,Ex,11,BuiltIn,2009,Fin,3,820,7,2009,Partial
175000,50,60,7200,Corner,SWISU,Feedr,Norm,1937,1950,Gable,BrkFace,252,TA,BrkTil,162,731,981,787,1768,3,1,Gd,7,Detchd,1939,Unf,1,240,6,2007,Normal
200000,60,79,12798,Inside,ClearCr,Feedr,Norm,1997,1997,Gable,None,0,TA,PConc,154,616,616,1072,1688,4,1,Gd,8,Attchd,1997,RFn,2,603,5,2008,Normal
109900,30,40,4800,Inside,IDOTRR,Norm,Norm,1916,1990,Gable,None,0,TA,CBlock,999,1196,1196,0,1196,2,1,TA,5,Detchd,1957,Unf,2,440,7,2007,Normal
189000,60,63,8199,Inside,CollgCr,Norm,Norm,2005,2005,Gable,None,0,Gd,PConc,80,728,728,728,1456,3,1,Gd,7,Attchd,2005,Fin,2,410,10,2008,Normal
582933,60,107,13891,Inside,NridgHt,Norm,Norm,2008,2009,Hip,Stone,424,Ex,PConc,1734,1734,1734,1088,2822,4,1,Ex,12,BuiltIn,2009,RFn,3,1020,1,2009,Partial
118000,20,75,9000,Inside,NAmes,Norm,Norm,1954,1954,Gable,None,0,TA,CBlock,124,936,1128,0,1128,2,1,TA,5,Attchd,1954,Unf,1,286,6,2006,Family
227680,20,91,12274,FR2,Somerst,Norm,Norm,2008,2008,Gable,Stone,256,Gd,PConc,1417,1417,1428,0,1428,3,1,Ex,6,Attchd,2008,RFn,2,554,7,2008,Partial
135500,80,75,9750,Inside,NAmes,Norm,Norm,1967,1967,Gable,None,0,TA,PConc,100,980,980,0,980,3,1,TA,6,Attchd,1967,Fin,1,384,10,2006,Normal
223500,70,144,21384,Inside,BrkSide,Norm,Norm,1923,2004,Gable,None,0,TA,CBlock,15,1324,1072,504,1576,3,1,Gd,6,Attchd,1923,RFn,2,528,5,2009,Normal
159950,80,85,13400,Inside,NAmes,Norm,Norm,1966,1966,Gable,BrkFace,1047,TA,CBlock,380,1024,1086,0,1086,3,1,TA,6,Attchd,1966,RFn,2,484,6,2006,Normal
106000,75,90,8100,Corner,OldTown,Norm,Norm,1898,1965,Hip,None,0,TA,PConc,849,849,1075,1063,2138,2,3,TA,11,Detchd,1910,Unf,2,360,11,2009,Normal
181000,20,78,10140,Inside,NWAmes,Norm,Norm,1974,1999,Hip,BrkFace,99,TA,CBlock,0,1040,1309,0,1309,3,1,Gd,5,Attchd,1974,RFn,2,484,1,2006,Normal
144500,120,NA,4438,Inside,CollgCr,Norm,Norm,2004,2004,Gable,BrkFace,169,Gd,PConc,186,848,848,0,848,1,1,Gd,4,Attchd,2004,Fin,2,420,6,2008,Normal
55993,20,66,8712,Inside,IDOTRR,Norm,Norm,1952,1952,Hip,None,0,Fa,CBlock,540,540,1044,0,1044,2,1,Fa,4,Basment,1952,Unf,2,504,6,2010,Alloca
157900,20,75,9750,Inside,NAmes,Norm,Norm,1958,1958,Gable,BrkFace,243,TA,CBlock,834,1442,1442,0,1442,4,1,TA,7,Attchd,1958,RFn,1,301,4,2007,Normal
116000,50,45,8248,Inside,Edwards,Norm,Norm,1918,1950,Gable,None,0,TA,BrkTil,686,686,686,564,1250,3,1,Fa,7,Detchd,1955,Unf,1,280,7,2006,Normal
224900,20,48,12137,CulDSac,CollgCr,Norm,Norm,1998,1998,Gable,BrkFace,442,TA,PConc,1649,1649,1661,0,1661,3,1,Gd,6,Attchd,1998,RFn,2,598,5,2010,Normal
137000,20,NA,11425,Corner,NAmes,Norm,Norm,1954,1954,Gable,None,0,TA,CBlock,522,1008,1008,0,1008,2,1,TA,4,Attchd,1954,RFn,1,275,7,2006,Normal
271000,20,NA,13265,CulDSac,Mitchel,Norm,Norm,2002,2002,Hip,BrkFace,148,Gd,PConc,350,1568,1689,0,1689,3,1,Gd,7,Attchd,2002,RFn,3,857,7,2008,Normal
155000,80,80,8816,Inside,ClearCr,Norm,Norm,1971,1971,Gable,BrkFace,80,TA,CBlock,506,1010,1052,0,1052,3,1,TA,6,Attchd,1971,Unf,2,440,6,2010,Normal
224000,120,44,6371,Inside,NridgHt,Norm,Norm,2009,2010,Gable,Stone,128,Gd,PConc,625,1358,1358,0,1358,2,1,Gd,6,Attchd,2010,RFn,2,484,6,2010,Partial
183000,60,72,7226,CulDSac,CollgCr,Norm,Norm,2003,2003,Gable,None,0,Gd,PConc,798,798,798,842,1640,3,1,Gd,6,Attchd,2003,RFn,2,595,6,2008,Normal
93000,20,60,6000,Inside,OldTown,Norm,Norm,1953,1953,Gable,None,0,Fa,CBlock,936,936,936,0,936,2,1,TA,4,Detchd,1974,Unf,2,576,2,2009,Normal
225000,60,NA,12394,Corner,Gilbert,Norm,Norm,2003,2003,Gable,None,0,Gd,PConc,847,847,847,886,1733,3,1,Gd,7,BuiltIn,2003,Fin,2,433,10,2007,Family
139500,50,60,9900,Inside,SWISU,Norm,Norm,1940,1950,Gable,None,0,TA,BrkTil,778,778,944,545,1489,3,1,TA,7,Detchd,1940,Unf,1,240,7,2009,Normal
232600,20,81,11216,Inside,Somerst,Norm,Norm,2006,2006,Gable,None,0,Gd,PConc,1489,1489,1489,0,1489,3,1,Gd,7,Attchd,2006,RFn,2,776,6,2006,Partial
385000,20,114,14803,Inside,NridgHt,PosN,PosN,2007,2008,Hip,BrkFace,816,Ex,PConc,442,2078,2084,0,2084,2,1,Ex,7,Attchd,2007,Fin,3,1220,6,2008,Partial
109500,45,50,6130,Inside,BrkSide,Norm,Norm,1924,1950,Gable,None,0,TA,BrkTil,0,784,784,0,784,2,1,Gd,5,NA,NA,NA,0,0,5,2008,Normal
189000,20,65,8529,Inside,SawyerW,Norm,Norm,2001,2001,Gable,None,0,Gd,PConc,1434,1454,1434,0,1434,3,1,Gd,6,Attchd,2001,RFn,2,527,4,2009,Normal
185000,60,NA,28698,CulDSac,ClearCr,Norm,Norm,1967,1967,Flat,None,0,TA,PConc,0,1013,1160,966,2126,3,1,TA,7,Attchd,1967,Fin,2,538,6,2009,Abnorml
147400,160,24,2544,Inside,Somerst,Norm,Norm,2005,2005,Gable,None,0,Gd,PConc,600,600,520,623,1223,2,1,Gd,4,Detchd,2005,RFn,2,480,7,2006,Normal
166000,20,80,11900,Corner,NAmes,Norm,Norm,1957,1957,Gable,BrkFace,387,TA,CBlock,352,1392,1392,0,1392,3,1,TA,6,Attchd,1957,RFn,2,458,6,2008,Normal
151000,160,30,3180,Inside,Somerst,Norm,Norm,2005,2005,Gable,None,0,TA,PConc,600,600,520,600,1200,2,1,Gd,4,Detchd,2005,RFn,2,480,6,2006,Normal
237000,60,44,9548,CulDSac,CollgCr,Norm,Norm,2003,2003,Gable,BrkFace,223,Gd,PConc,458,941,941,888,1829,3,1,Gd,7,Attchd,2003,RFn,2,613,1,2010,Normal
167000,20,100,10004,Inside,NAmes,Norm,Norm,1964,1964,Gable,BrkFace,180,TA,CBlock,975,1516,1516,0,1516,3,1,TA,6,Attchd,1964,RFn,2,472,2,2009,Normal
139950,20,75,7875,Inside,NAmes,Norm,Norm,1961,1961,Gable,BrkFace,136,TA,CBlock,572,1144,1144,0,1144,3,1,TA,6,Attchd,1961,Unf,2,456,9,2008,Normal
128000,20,60,9600,Inside,Sawyer,Norm,Norm,1950,1995,Gable,None,0,TA,CBlock,625,1067,1067,0,1067,2,1,Gd,4,Attchd,1996,Unf,2,436,2,2010,Normal
153500,30,90,8100,Inside,OldTown,Norm,Norm,1948,1973,Gable,None,0,TA,BrkTil,1221,1559,1559,0,1559,2,1,TA,5,Detchd,1948,Unf,2,812,6,2007,Normal
100000,160,21,1680,Inside,BrDale,Norm,Norm,1973,1973,Gable,BrkFace,158,TA,CBlock,153,483,483,504,987,2,1,TA,5,Detchd,1973,Unf,1,264,11,2008,Normal
144000,20,75,9525,Inside,CollgCr,Norm,Norm,1995,2006,Gable,None,0,TA,PConc,1099,1099,1099,0,1099,3,1,Gd,6,Attchd,1999,Unf,1,352,6,2008,Normal
130500,50,70,11767,Inside,Edwards,Norm,Norm,1946,1995,Gable,None,0,TA,CBlock,416,768,768,432,1200,3,1,TA,6,Detchd,1946,Unf,1,240,5,2008,Normal
140000,70,NA,12155,Inside,SWISU,Norm,Norm,1925,1950,Gable,None,0,TA,BrkTil,516,672,810,672,1482,4,1,Fa,7,Detchd,1934,Unf,1,400,3,2008,Normal
157500,70,60,10440,Inside,OldTown,Norm,Norm,1904,2002,Gable,None,0,TA,PConc,650,650,958,581,1539,3,1,Gd,8,Detchd,1983,Unf,2,686,6,2008,Normal
174900,80,82,9020,Inside,NAmes,Norm,Norm,1966,1966,Gable,BrkFace,183,TA,CBlock,276,1127,1165,0,1165,3,1,TA,6,Attchd,1966,RFn,2,490,5,2008,Normal
141000,90,80,8000,Corner,NAmes,Artery,Norm,1961,1961,Gable,None,0,TA,CBlock,1800,1800,1800,0,1800,6,2,TA,10,NA,NA,NA,0,0,7,2007,Normal
153900,50,100,12665,Inside,OldTown,Artery,Norm,1915,1950,Gable,None,0,TA,BrkTil,876,876,876,540,1416,4,1,TA,7,Detchd,1949,Unf,3,720,6,2008,Normal
171000,85,NA,16647,CulDSac,Sawyer,RRAe,Norm,1975,1981,Gable,None,0,TA,CBlock,0,1390,1701,0,1701,3,1,TA,6,Basment,1975,Fin,2,611,1,2007,Normal
213000,60,75,9317,Inside,SawyerW,Norm,Norm,1993,1993,Gable,BrkFace,137,Gd,PConc,227,740,1006,769,1775,3,1,Gd,7,Attchd,1993,Unf,2,425,7,2009,Normal
133500,20,36,15523,CulDSac,CollgCr,Norm,Norm,1972,1972,Gable,None,0,TA,CBlock,404,864,864,0,864,3,1,TA,5,Attchd,1972,Unf,1,338,8,2009,Normal
240000,50,75,45600,Inside,ClearCr,Norm,Norm,1908,1997,Gable,None,0,TA,BrkTil,907,907,1307,1051,2358,5,1,TA,10,Detchd,1908,Unf,2,360,9,2008,Normal
187000,80,80,9600,FR2,Veenker,Feedr,Norm,1976,1994,Hip,BrkFace,360,Gd,CBlock,528,528,1094,761,1855,3,1,TA,7,Attchd,1976,RFn,2,512,8,2007,Normal
131500,120,36,4435,Inside,CollgCr,Norm,Norm,2003,2003,Gable,BrkFace,170,Gd,PConc,189,848,848,0,848,1,1,Gd,3,Attchd,2003,Fin,2,420,11,2007,Normal
215000,120,NA,3196,Inside,Blmngtn,Norm,Norm,2003,2003,Gable,BrkFace,40,Gd,PConc,1273,1273,1456,0,1456,2,1,Gd,7,Attchd,2003,Fin,2,400,5,2006,Normal
164000,75,53,7128,Inside,Crawfor,Norm,Norm,1941,1950,Gable,None,0,TA,CBlock,554,918,918,728,1646,4,1,TA,7,Detchd,1941,Unf,1,240,8,2007,Normal
158000,80,NA,12095,Corner,NAmes,Norm,Norm,1964,1964,Gable,BrkFace,115,TA,CBlock,563,1127,1445,0,1445,3,1,TA,7,Attchd,1964,RFn,2,645,8,2009,Normal
170000,20,102,17920,Inside,Sawyer,Norm,Norm,1955,1974,Hip,None,0,TA,CBlock,372,1763,1779,0,1779,3,1,TA,6,Attchd,1955,Unf,2,454,7,2006,Abnorml
127000,20,NA,6897,Corner,Sawyer,Norm,Norm,1962,2010,Gable,None,0,TA,CBlock,381,1040,1040,0,1040,3,1,TA,6,Detchd,1962,Unf,1,260,4,2010,Normal
147000,80,NA,10970,Inside,CollgCr,Norm,Norm,1978,1978,Gable,None,0,TA,CBlock,0,940,1026,0,1026,3,1,TA,5,Detchd,1981,Unf,2,576,10,2008,Normal
174000,60,65,8125,Inside,Gilbert,Norm,Norm,1994,1995,Gable,None,0,TA,PConc,702,702,702,779,1481,3,1,TA,6,Attchd,1994,Fin,2,343,3,2009,Normal
152000,20,80,10400,Inside,NWAmes,Norm,Norm,1976,1976,Gable,BrkFace,189,TA,CBlock,1090,1090,1370,0,1370,3,1,TA,6,Attchd,1976,RFn,2,479,6,2009,Family
250000,60,NA,11029,Corner,NWAmes,PosA,Norm,1968,1984,Gable,BrkFace,220,TA,CBlock,435,1054,1512,1142,2654,4,1,Gd,9,Attchd,1968,Unf,2,619,8,2006,Normal
189950,50,55,7642,Corner,Crawfor,Norm,Norm,1918,1998,Gable,None,0,Gd,BrkTil,912,912,912,514,1426,3,1,Gd,7,Detchd,1925,Unf,1,216,6,2007,Normal
131500,190,75,11625,Inside,Sawyer,Norm,Norm,1965,1965,Hip,None,0,TA,PConc,198,1039,1039,0,1039,3,1,TA,6,Attchd,1965,Unf,2,504,4,2010,Normal
152000,20,81,9672,Corner,SawyerW,Norm,Norm,1984,1985,Hip,None,0,TA,PConc,702,1040,1097,0,1097,3,1,TA,6,Attchd,1986,Unf,2,480,5,2010,Normal
132500,20,70,7931,Inside,NAmes,Norm,Norm,1959,1959,Hip,None,0,TA,CBlock,0,1148,1148,0,1148,3,1,TA,6,Attchd,1959,Unf,1,672,7,2009,Normal
250580,20,72,8640,Inside,Somerst,Norm,Norm,2007,2008,Gable,None,0,Gd,PConc,1372,1372,1372,0,1372,3,1,Gd,6,Attchd,2008,Fin,2,529,5,2008,Partial
